Edge_Name,Global_Saliency_Mean,Global_Contrib_Mean,Contrib_Std,Robustness_Z_Score
lh_posteriorcingulate <-> lh_posteriorcingulate,0.00012379097365857058,5.012002245851189e-06,0.00042642613656284034,0.011753230592156001
right_caudate <-> right_caudate,0.00011671535729182961,1.3831135891975263e-05,0.0011524066458146068,0.012001853619702336
right_lateral_ventricle <-> right_lateral_ventricle,0.00011472667594464697,6.339858212614648e-06,0.0005163460317004818,0.012278075249234535
rh_caudalanteriorcingulate <-> rh_caudalanteriorcingulate,9.649116065561038e-05,1.1672083591414548e-05,0.000636548988107893,0.01833621676776355
rh_parahippocampal <-> rh_parahippocampal,9.645695187439773e-05,-6.698877911384152e-06,0.0007814689077430576,-0.008572052098924563
rh_parsorbitalis <-> rh_parsorbitalis,9.574634160899665e-05,1.8201439902908361e-07,0.000532972666455977,0.0003415015355740795
rh_supramarginal <-> rh_supramarginal,8.626191698935594e-05,-8.26665599244448e-06,0.0005728882854617479,-0.01442953522854702
lh_parsorbitalis <-> lh_parsorbitalis,7.95123759888817e-05,6.303437732634131e-06,0.000491768475152318,0.012817636499201748
lh_rostralmiddlefrontal <-> lh_rostralmiddlefrontal,7.878222948178593e-05,-1.3571851175394325e-05,0.0007133965080370748,-0.01902400808304515
right_thalamus <-> right_thalamus,7.851596521422937e-05,3.635438008629368e-06,0.00017268876186277396,0.021050747378942292
rh_precentral <-> rh_precentral,7.768054649736104e-05,1.730686550687873e-06,0.00047593479766522615,0.0036363178233649214
rh_transversetemporal <-> rh_transversetemporal,7.743471929295973e-05,4.792400175894781e-06,0.00028910997321178163,0.016575818414261985
fourth_ventricle <-> fourth_ventricle,7.602449321883581e-05,-7.322694251455319e-07,0.0004245656290151019,-0.0017247090391038097
rh_middletemporal <-> rh_middletemporal,6.468869714953304e-05,-9.630766416388786e-06,0.0006160722057183082,-0.01563227492532428
brain_stem <-> brain_stem,6.340747870163977e-05,-5.642528145012952e-06,0.0005082020430534755,-0.011102704515050675
rh_superiortemporal <-> rh_superiortemporal,5.6397499497421786e-05,-1.3159267704972838e-07,0.0004609281116292066,-0.0002854888188451333
right_amygdala <-> right_amygdala,4.867764903627496e-05,3.215369530085623e-06,0.00028801723619923986,0.011163421808698065
rh_inferiortemporal <-> rh_inferiortemporal,4.742246977067372e-05,-2.4973863472442654e-06,0.0004644458943395572,-0.005377015078677118
rh_bankssts <-> rh_bankssts,4.656030813908756e-05,-4.98291413074757e-06,0.00048025959635200806,-0.010375243755999495
rh_posteriorcingulate <-> rh_posteriorcingulate,4.588720794719834e-05,1.1034941029363116e-06,0.00034299026354668734,0.003217181501629109
lh_parstriangularis <-> lh_parstriangularis,4.570611379043267e-05,-5.488608641185825e-06,0.0005552997866025484,-0.009883868020345523
lh_lateraloccipital <-> lh_lateraloccipital,4.413612936100724e-05,4.261719357583025e-06,0.000368548901034133,0.01156319748519203
rh_entorhinal <-> rh_entorhinal,4.3795630543084024e-05,8.43406478056392e-07,0.00023649803174991175,0.0035660796456512167
lh_temporalpole <-> lh_temporalpole,4.24949532071275e-05,3.914157044637795e-06,0.0006186385500385362,0.00632694773857302
lh_caudalmiddlefrontal <-> lh_caudalmiddlefrontal,4.1405325820742566e-05,-6.383653156676752e-06,0.0004273696870554505,-0.014936725703223474
rh_superiorparietal <-> rh_superiorparietal,3.997629282548928e-05,-6.771997944363564e-06,0.000573813433538965,-0.011801536062405714
lh_caudalanteriorcingulate <-> lh_caudalanteriorcingulate,3.942089098709675e-05,9.39623529988774e-06,0.00047889612464328,0.019620202825525897
rh_postcentral <-> rh_postcentral,3.794251473739129e-05,-3.8107223582038944e-07,0.00032567287589025035,-0.00117007145303152
right_putamen <-> right_putamen,3.456621140211974e-05,-3.3259261253443354e-06,0.0004128466332829847,-0.008055886371249467
rh_pericalcarine <-> rh_pericalcarine,3.3444029278375345e-05,2.77307712258425e-06,0.00024122890179444415,0.011495149007713297
rh_parsopercularis <-> rh_parsopercularis,3.31353497114172e-05,-3.8664096873515196e-06,0.00044280579447845454,-0.008731417748785025
lh_fusiform <-> lh_fusiform,3.200807392401865e-05,5.209123543969422e-06,0.0003601201448202023,0.014464558490570448
left_lateral_ventricle <-> left_lateral_ventricle,3.172269837463393e-05,2.0052631728330187e-06,0.0001492287412241223,0.01343661274803688
rh_rostralmiddlefrontal <-> rh_rostralmiddlefrontal,2.47801098342957e-05,-3.2063700914494554e-07,0.00015339700684516224,-0.002090106675952377
rh_cuneus <-> rh_cuneus,2.2348505157669628e-05,1.557113619629219e-06,0.00012932809337251258,0.012039095204105912
lh_supramarginal <-> lh_supramarginal,2.2243990171725788e-05,-4.6298577143935815e-06,0.00041653900263622295,-0.011114797262969057
lh_inferiortemporal <-> lh_inferiortemporal,1.831499488862085e-05,-8.089055510718299e-07,0.00014029386386127623,-0.00576538328175784
lh_isthmuscingulate <-> lh_isthmuscingulate,1.7278252103215968e-05,1.0695475657655394e-06,9.151668181787744e-05,0.011685636849522826
left_hippocampus <-> left_hippocampus,7.999689149938886e-06,1.4854429979906296e-06,9.357654747765007e-05,0.015872398737066102
