Edge_Name,Global_Saliency_Mean,Global_Contrib_Mean,Contrib_Std,Robustness_Z_Score
rh_parstriangularis <-> right_cerebellum_white_matter,2.729395999366365e-08,-1.111636858302838e-09,1.2438268745929256e-07,-0.0082721731446216
lh_lateraloccipital <-> rh_postcentral,2.7215643153675876e-08,-1.2485059724309218e-09,1.3584462403100945e-07,-0.008560521038920603
rh_medialorbitofrontal <-> rh_middletemporal,2.717066372275944e-08,1.571217265990512e-09,6.2424514262652e-08,0.021694550277443284
left_putamen <-> rh_caudalanteriorcingulate,2.7095960253381463e-08,3.262467186957582e-10,5.169820371062157e-08,0.005287783096991423
lh_caudalanteriorcingulate <-> rh_lateralorbitofrontal,2.7091131689698575e-08,-6.332333968045757e-10,4.141747496306704e-08,-0.01231552885977821
lh_lateralorbitofrontal <-> right_putamen,2.7078031921570238e-08,-4.0302509311552325e-10,2.4909924830568064e-08,-0.011544713862076944
rh_lingual <-> right_cerebellum_white_matter,2.7062815582353716e-08,-1.5692027204896413e-09,1.6391182092174875e-07,-0.009022979071650918
lh_isthmuscingulate <-> lh_parsopercularis,2.7005372345669532e-08,5.374516473980042e-10,3.6335013859590616e-08,0.011599255134068773
lh_medialorbitofrontal <-> rh_rostralmiddlefrontal,2.6969545128321875e-08,-1.8965973876715642e-10,1.3916857151428352e-08,-0.007929960762249635
lh_transversetemporal <-> right_cerebellum_white_matter,2.6947477565729794e-08,2.8645174767358774e-10,1.649706091424059e-08,0.010810698914898784
cc_central <-> lh_precentral,2.6942137062658814e-08,7.263677053927662e-10,5.1047475034086144e-08,0.01189840701826235
lh_temporalpole <-> rh_superiortemporal,2.687702504467592e-08,-2.134106143904397e-09,2.682953059213554e-07,-0.007668494935043867
cc_central <-> lh_caudalmiddlefrontal,2.6840993800437168e-08,8.277806611619716e-10,5.598991018584152e-08,0.012544048913398526
fourth_ventricle <-> lh_parsorbitalis,2.660839886536454e-08,5.823438906291559e-10,4.9182663169530474e-08,0.009839771639897563
lh_medialorbitofrontal <-> lh_precentral,2.654350688676578e-08,-3.7016265990807196e-10,2.308540525160592e-08,-0.011188095085826546
lh_caudalanteriorcingulate <-> rh_medialorbitofrontal,2.646202767919839e-08,-2.3481466425877094e-10,2.46651602030636e-08,-0.006773794290384348
lh_caudalmiddlefrontal <-> lh_isthmuscingulate,2.6432476872120314e-08,6.334429681577725e-10,4.1182317438537157e-08,0.012376207250061496
lh_frontalpole <-> right_hippocampus,2.6342270124014963e-08,-1.3388793813953341e-09,8.615986354278168e-08,-0.013923474223730201
rh_rostralmiddlefrontal <-> rh_superiorfrontal,2.6270697947282056e-08,5.607262487869208e-10,2.7859005734740833e-08,0.014810907943955261
lh_lingual <-> lh_supramarginal,2.6263782668611928e-08,1.3833477215997811e-09,1.1282111061162729e-07,0.011263110345696725
rh_lateralorbitofrontal <-> rh_middletemporal,2.6209612891666557e-08,1.3017136379204536e-09,6.27066729433571e-08,0.017903633672449397
lh_lateralorbitofrontal <-> right_choroid_plexus,2.619481871596101e-08,-4.2981292150048626e-10,1.8107486864879836e-08,-0.015291759222968288
rh_cuneus <-> rh_postcentral,2.6133751857690932e-08,-1.1625860430823886e-09,1.2014076643063196e-07,-0.008933296421779365
rh_paracentral <-> rh_parstriangularis,2.6110010437375597e-08,-8.898679366409575e-10,6.179685081433123e-08,-0.012394247471134663
